               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,             0.03174,            0.024871,           0.0019865,             0.90842,             0.84328,             0.90097,              0.6364,            0.029444,            0.020344,           0.0024756,           0.0017186,           0.0017186,           0.0017186
                 149,            0.031767,            0.024844,           0.0019241,             0.90685,             0.84386,             0.90044,             0.63659,            0.029446,            0.020349,           0.0024769,           0.0016615,           0.0016615,           0.0016615
                 150,            0.032256,             0.02477,           0.0019807,             0.90478,             0.84501,             0.90055,             0.63664,             0.02944,            0.020351,           0.0024674,           0.0016052,           0.0016052,           0.0016052
                 151,            0.032108,            0.024548,           0.0020152,              0.9007,             0.84866,             0.90121,             0.63675,            0.029439,            0.020357,            0.002459,           0.0015498,           0.0015498,           0.0015498
                 152,             0.03159,            0.024534,           0.0019443,             0.90706,             0.84423,             0.90119,             0.63685,            0.029435,            0.020362,           0.0024517,           0.0014953,           0.0014953,           0.0014953
                 153,            0.032179,            0.024739,           0.0019637,             0.90798,             0.84412,             0.90132,             0.63719,            0.029432,            0.020367,           0.0024416,           0.0014416,           0.0014416,           0.0014416
                 154,            0.031863,            0.024627,           0.0019452,             0.90657,             0.84415,             0.90083,             0.63721,            0.029432,            0.020371,           0.0024459,           0.0013888,           0.0013888,           0.0013888
                 155,            0.031575,            0.024556,           0.0019197,              0.8988,             0.84979,             0.90052,             0.63727,            0.029432,            0.020374,           0.0024511,            0.001337,            0.001337,            0.001337
                 156,            0.031449,            0.024361,           0.0019191,             0.90474,             0.84672,              0.8998,             0.63751,            0.029431,            0.020378,           0.0024533,            0.001286,            0.001286,            0.001286
                 157,             0.03173,            0.024543,            0.001984,              0.9041,             0.84722,             0.90001,             0.63749,            0.029432,            0.020381,           0.0024594,            0.001236,            0.001236,            0.001236
                 158,            0.031746,            0.024341,           0.0018741,             0.90299,             0.84787,             0.89965,             0.63765,            0.029433,            0.020382,           0.0024669,           0.0011869,           0.0011869,           0.0011869
                 159,              0.0313,            0.024225,           0.0018726,             0.90286,             0.84862,              0.9001,             0.63765,            0.029435,            0.020383,           0.0024708,           0.0011387,           0.0011387,           0.0011387
                 160,            0.031643,            0.024653,           0.0018675,             0.90196,             0.84917,             0.90011,              0.6381,            0.029433,            0.020387,           0.0024797,           0.0010916,           0.0010916,           0.0010916
                 161,            0.031208,            0.024201,           0.0018439,             0.90219,             0.84861,             0.90013,             0.63805,            0.029435,            0.020392,           0.0024823,           0.0010454,           0.0010454,           0.0010454
                 162,            0.031338,            0.023995,           0.0019103,             0.90092,             0.84874,             0.89972,             0.63792,            0.029434,            0.020399,           0.0024828,           0.0010002,           0.0010002,           0.0010002
                 163,            0.031299,            0.024174,           0.0018948,             0.90109,             0.84844,             0.89967,             0.63795,            0.029437,            0.020405,            0.002492,          0.00095595,          0.00095595,          0.00095595
                 164,            0.030988,            0.024075,           0.0018313,             0.89737,             0.85049,             0.89935,             0.63819,             0.02944,            0.020409,           0.0024974,          0.00091275,          0.00091275,          0.00091275
                 165,            0.031258,            0.024165,           0.0018166,             0.89744,              0.8512,             0.89929,             0.63817,            0.029441,            0.020414,           0.0025023,          0.00087058,          0.00087058,          0.00087058
                 166,             0.03104,            0.024027,           0.0018612,             0.89905,             0.85089,             0.89977,             0.63829,            0.029444,            0.020414,           0.0025049,          0.00082943,          0.00082943,          0.00082943
                 167,            0.031362,            0.024376,            0.001968,             0.89988,             0.85033,             0.89992,             0.63903,            0.029447,            0.020421,           0.0025109,          0.00078933,          0.00078933,          0.00078933
                 168,            0.030987,            0.024284,           0.0018856,             0.90086,             0.85022,             0.89967,             0.63886,            0.029453,            0.020426,            0.002522,          0.00075027,          0.00075027,          0.00075027
                 169,            0.031369,            0.024158,           0.0019005,             0.90081,             0.85002,             0.89976,             0.63892,            0.029458,            0.020431,           0.0025281,          0.00071228,          0.00071228,          0.00071228
                 170,            0.030849,            0.023799,           0.0018357,             0.90225,             0.84894,             0.89941,             0.63913,            0.029463,            0.020436,           0.0025369,          0.00067536,          0.00067536,          0.00067536
                 171,            0.030936,             0.02378,           0.0017743,             0.90329,             0.84799,             0.89939,             0.63905,            0.029467,            0.020438,           0.0025456,          0.00063952,          0.00063952,          0.00063952
                 172,            0.030857,            0.023871,           0.0018837,             0.90314,             0.84802,             0.89963,             0.63909,            0.029473,            0.020442,            0.002554,          0.00060476,          0.00060476,          0.00060476
                 173,            0.030854,            0.023861,           0.0018481,               0.906,             0.84635,             0.89937,             0.63907,            0.029475,            0.020447,           0.0025646,          0.00057111,          0.00057111,          0.00057111
                 174,            0.031241,            0.024352,             0.00186,             0.90503,             0.84693,             0.89944,             0.63906,            0.029478,            0.020452,           0.0025666,          0.00053855,          0.00053855,          0.00053855
                 175,            0.030927,            0.023772,           0.0018364,             0.90503,             0.84701,             0.89953,             0.63891,             0.02948,            0.020456,           0.0025717,          0.00050711,          0.00050711,          0.00050711
                 176,            0.030686,            0.023458,           0.0017884,             0.90491,              0.8475,             0.89933,             0.63937,            0.029485,             0.02046,           0.0025731,           0.0004768,           0.0004768,           0.0004768
                 177,            0.030926,            0.023983,           0.0018924,             0.90498,             0.84729,             0.89952,             0.63903,            0.029488,            0.020466,            0.002573,          0.00044761,          0.00044761,          0.00044761
                 178,            0.030807,            0.024326,           0.0017834,             0.90468,              0.8474,             0.89953,             0.63841,            0.029493,            0.020471,           0.0025814,          0.00041955,          0.00041955,          0.00041955
                 179,            0.030534,            0.023752,           0.0018062,             0.90327,             0.84767,             0.89935,             0.63868,            0.029492,            0.020473,           0.0025862,          0.00039264,          0.00039264,          0.00039264
                 180,            0.030662,            0.023677,           0.0017735,             0.90248,             0.84868,              0.8992,             0.63837,            0.029495,            0.020476,           0.0025903,          0.00036688,          0.00036688,          0.00036688
                 181,            0.030789,            0.024276,           0.0018039,             0.90229,             0.84814,             0.89917,             0.63827,            0.029497,             0.02048,           0.0025956,          0.00034227,          0.00034227,          0.00034227
                 182,            0.030459,            0.023465,           0.0018666,              0.9026,             0.84796,             0.89914,             0.63825,              0.0295,            0.020482,           0.0025995,          0.00031882,          0.00031882,          0.00031882
                 183,            0.030612,            0.023753,           0.0018566,             0.90222,             0.84901,             0.89919,             0.63824,            0.029503,            0.020485,            0.002602,          0.00029655,          0.00029655,          0.00029655
                 184,            0.030608,            0.023718,            0.001784,             0.90249,             0.84869,             0.89913,             0.63836,            0.029506,            0.020488,           0.0026057,          0.00027544,          0.00027544,          0.00027544
                 185,            0.030716,            0.023583,           0.0018697,             0.90231,             0.84879,             0.89904,             0.63841,            0.029509,            0.020491,           0.0026113,          0.00025551,          0.00025551,          0.00025551
                 186,            0.030575,            0.023812,           0.0018311,             0.90411,             0.84761,             0.89894,             0.63857,            0.029515,            0.020496,           0.0026223,          0.00023677,          0.00023677,          0.00023677
                 187,            0.030448,            0.023349,           0.0017985,             0.90189,             0.84899,             0.89899,              0.6381,            0.029519,            0.020499,           0.0026264,          0.00021921,          0.00021921,          0.00021921
                 188,             0.03052,            0.023684,           0.0018298,             0.90156,             0.84931,             0.89894,             0.63819,            0.029522,            0.020503,           0.0026327,          0.00020285,          0.00020285,          0.00020285
                 189,            0.030431,            0.023589,           0.0018059,             0.90225,             0.84864,             0.89912,              0.6381,            0.029524,            0.020508,           0.0026409,          0.00018768,          0.00018768,          0.00018768
                 190,             0.03052,            0.023604,           0.0018404,             0.90314,             0.84845,             0.89918,             0.63845,            0.029526,            0.020509,           0.0026488,          0.00017371,          0.00017371,          0.00017371
                 191,            0.030571,             0.02341,           0.0017381,             0.90342,             0.84853,             0.89919,             0.63833,             0.02953,            0.020511,           0.0026555,          0.00016094,          0.00016094,          0.00016094
                 192,            0.030506,            0.023672,           0.0018521,             0.90409,             0.84798,             0.89914,             0.63825,            0.029532,            0.020514,           0.0026618,          0.00014938,          0.00014938,          0.00014938
                 193,            0.030454,            0.023376,           0.0017847,             0.90438,             0.84808,             0.89935,             0.63797,            0.029535,            0.020517,           0.0026633,          0.00013903,          0.00013903,          0.00013903
                 194,            0.030428,            0.023386,            0.001827,             0.90479,             0.84864,             0.89965,             0.63801,            0.029536,            0.020519,           0.0026681,          0.00012989,          0.00012989,          0.00012989
                 195,            0.030354,            0.023339,           0.0017301,             0.90474,             0.84811,             0.89963,             0.63817,            0.029538,            0.020522,           0.0026701,          0.00012197,          0.00012197,          0.00012197
                 196,            0.030434,            0.023948,           0.0017962,             0.89786,             0.85121,             0.89947,             0.63807,            0.029542,            0.020526,           0.0026748,          0.00011526,          0.00011526,          0.00011526
                 197,            0.030392,            0.023459,            0.001802,              0.8976,              0.8513,             0.89951,             0.63787,            0.029542,            0.020527,           0.0026801,          0.00010977,          0.00010977,          0.00010977
                 198,            0.030253,            0.023116,           0.0017912,             0.90141,             0.84975,             0.89932,             0.63777,            0.029545,             0.02053,           0.0026872,           0.0001055,           0.0001055,           0.0001055
                 199,            0.030607,            0.023583,           0.0018087,             0.90164,             0.84985,             0.89935,             0.63773,            0.029548,            0.020534,           0.0026925,          0.00010244,          0.00010244,          0.00010244
